user_id,product_id
0,6
0,4
0,5
0,14
0,0
0,17
0,15
0,11
0,8
0,2
0,23
0,919
0,1019
0,1567
0,1969
1,102
1,112
1,76
1,49
1,114
1,40
1,87
1,69
1,92
1,99
1,919
1,1019
1,1567
1,1969
1,3144
2,119
2,134
2,123
2,146
2,125
2,148
2,132
2,126
2,55
2,133
2,23
2,2
2,919
2,1019
2,1567
